rank,name,source,installCount,trustScore,verified,benchmarkScore,url
49,epic-react-best-practices,/rubenpenap/epic-stack-agent-skills,120,7.1,True,,https://raw.githubusercontent.com/rubenpenap/epic-stack-agent-skills/refs/heads/main/skills/epic-react-patterns/SKILL.md
50,supabase-nextjs,/alinaqi/claude-bootstrap,120,8.7,True,81,https://raw.githubusercontent.com/alinaqi/claude-bootstrap/refs/heads/main/skills/supabase-nextjs/SKILL.md
51,claude-automation-recommender,/anthropics/claude-plugins-official,117,8.5,True,72,https://raw.githubusercontent.com/anthropics/claude-plugins-official/refs/heads/main/plugins/claude-code-setup/skills/claude-automation-recommender/SKILL.md
52,create-auth-skill,/better-auth/skills,116,7.8,True,95,https://raw.githubusercontent.com/better-auth/skills/refs/heads/main/better-auth/create-auth/SKILL.md
53,vercel-composition-patterns,/vercel-labs/agent-skills,115,9.6,True,100,https://raw.githubusercontent.com/vercel-labs/agent-skills/refs/heads/main/skills/composition-patterns/SKILL.md
54,react-native-design,/wshobson/agents,114,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/ui-design/skills/react-native-design/SKILL.md
55,frontend-patterns,/affaan-m/everything-claude-code,112,9.4,True,95,https://raw.githubusercontent.com/affaan-m/everything-claude-code/refs/heads/main/skills/frontend-patterns/SKILL.md
56,fastapi-templates,/wshobson/agents,107,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/api-scaffolding/skills/fastapi-templates/SKILL.md
57,building-native-ui,/expo/skills,107,10,True,72,https://raw.githubusercontent.com/expo/skills/refs/heads/main/plugins/expo-app-design/skills/building-native-ui/SKILL.md
58,senior-data-engineer,/alirezarezvani/claude-skills,107,8.9,True,72,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/engineering-team/senior-data-engineer/SKILL.md
59,react-modernization,/wshobson/agents,105,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/framework-migration/skills/react-modernization/SKILL.md
60,expo-tailwind-setup,/expo/skills,104,10,True,72,https://raw.githubusercontent.com/expo/skills/refs/heads/main/plugins/expo-app-design/skills/expo-tailwind-setup/SKILL.md
61,api-design-principles,/wshobson/agents,103,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/backend-development/skills/api-design-principles/SKILL.md
62,laravel,/rawveg/skillsforge-marketplace,101,9,True,93,https://raw.githubusercontent.com/rawveg/skillsforge-marketplace/refs/heads/main/laravel/SKILL.md
63,frontend-design,/anthropics/claude-code,100,8.8,True,72,https://raw.githubusercontent.com/anthropics/claude-code/refs/heads/main/plugins/frontend-design/skills/frontend-design/SKILL.md
64,rag-implementation,/wshobson/agents,96,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/llm-application-dev/skills/rag-implementation/SKILL.md
65,responsive-design,/wshobson/agents,95,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/ui-design/skills/responsive-design/SKILL.md
66,next-best-practices,/vercel-labs/next-skills,95,9.6,True,,https://raw.githubusercontent.com/vercel-labs/next-skills/refs/heads/main/skills/next-best-practices/SKILL.md
67,aws-solution-architect,/alirezarezvani/claude-skills,95,8.9,True,72,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/engineering-team/aws-solution-architect/SKILL.md
68,nextjs,/jezweb/claude-skills,91,9.7,True,72,https://raw.githubusercontent.com/jezweb/claude-skills/refs/heads/main/skills/nextjs/SKILL.md
69,senior-prompt-engineer,/alirezarezvani/claude-skills,89,8.9,True,95,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/engineering-team/senior-prompt-engineer/SKILL.md
70,senior-qa,/davila7/claude-code-templates,88,10,True,97,https://raw.githubusercontent.com/davila7/claude-code-templates/refs/heads/main/cli-tool/components/skills/development/senior-qa/SKILL.md
71,senior-frontend,/davila7/claude-code-templates,88,10,True,82,https://raw.githubusercontent.com/davila7/claude-code-templates/refs/heads/main/cli-tool/components/skills/development/senior-frontend/SKILL.md
72,context7,/intellectronica/agent-skills,87,,False,100,https://raw.githubusercontent.com/intellectronica/agent-skills/refs/heads/main/skills/context7/SKILL.md
73,expo-deployment,/expo/skills,87,10,True,95,https://raw.githubusercontent.com/expo/skills/refs/heads/main/plugins/expo-deployment/skills/expo-deployment/SKILL.md
74,auth-implementation-patterns,/wshobson/agents,85,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/developer-essentials/skills/auth-implementation-patterns/SKILL.md
75,nuxt-ui,/onmax/nuxt-skills,85,9.6,True,82,https://raw.githubusercontent.com/onmax/nuxt-skills/refs/heads/main/skills/nuxt-ui/SKILL.md
76,nodejs-backend-patterns,/wshobson/agents,82,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/javascript-typescript/skills/nodejs-backend-patterns/SKILL.md
77,tailwind-v4-shadcn,/jezweb/claude-skills,82,9.7,True,72,https://raw.githubusercontent.com/jezweb/claude-skills/refs/heads/main/skills/tailwind-v4-shadcn/SKILL.md
78,context7-skills,/narumiruna/context7-skills-skill,81,8.8,True,72,https://raw.githubusercontent.com/narumiruna/context7-skills-skill/refs/heads/main/skills/context7-skills/SKILL.md
79,Agent Development,/anthropics/claude-code,81,8.8,True,72,https://raw.githubusercontent.com/anthropics/claude-code/refs/heads/main/plugins/plugin-dev/skills/agent-development/SKILL.md
80,content-creator,/alirezarezvani/claude-skills,81,8.9,True,97,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/marketing-skill/content-creator/SKILL.md
81,ui-dev,/gabrielantonyxaviour/Velox,79,,False,100,https://raw.githubusercontent.com/gabrielantonyxaviour/Velox/refs/heads/main/.claude/skills/ui-dev/SKILL.md
82,shadcn,/blencorp/claude-code-kit,79,7.5,True,96,https://raw.githubusercontent.com/blencorp/claude-code-kit/refs/heads/main/cli/kits/shadcn/skills/shadcn/SKILL.md
83,Bun Next.js,/secondsky/claude-skills,78,6.5,True,,https://raw.githubusercontent.com/secondsky/claude-skills/refs/heads/main/plugins/bun/skills/bun-nextjs/SKILL.md
84,react-web,/alinaqi/claude-bootstrap,78,8.7,True,72,https://raw.githubusercontent.com/alinaqi/claude-bootstrap/refs/heads/main/skills/react-web/SKILL.md
85,mobile-ios-design,/wshobson/agents,77,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/ui-design/skills/mobile-ios-design/SKILL.md
86,langchain-architecture,/wshobson/agents,77,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/llm-application-dev/skills/langchain-architecture/SKILL.md
87,nextjs,/NaimalArain13/Hackathon-II_The-Evolution-of-Todo,77,,False,98,https://raw.githubusercontent.com/NaimalArain13/Hackathon-II_The-Evolution-of-Todo/refs/heads/master/.claude/skills/nextjs/SKILL.md
88,python-performance-optimization,/wshobson/agents,76,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/python-development/skills/python-performance-optimization/SKILL.md
89,react:components,/google-labs-code/stitch-skills,76,6.8,True,62,https://raw.githubusercontent.com/google-labs-code/stitch-skills/refs/heads/main/skills/react-components/SKILL.md
90,coding-standards,/affaan-m/everything-claude-code,76,9.4,True,84,https://raw.githubusercontent.com/affaan-m/everything-claude-code/refs/heads/main/.agents/skills/coding-standards/SKILL.md
91,stripe-integration,/wshobson/agents,75,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/payment-processing/skills/stripe-integration/SKILL.md
92,senior-data-scientist,/alirezarezvani/claude-skills,75,8.9,True,32,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/engineering-team/senior-data-scientist/SKILL.md
93,react-dev,/softaworks/agent-toolkit,74,6,True,,https://raw.githubusercontent.com/softaworks/agent-toolkit/refs/heads/main/skills/react-dev/SKILL.md
94,tanstack-query,/jezweb/claude-skills,74,9.7,True,75,https://raw.githubusercontent.com/jezweb/claude-skills/refs/heads/main/skills/tanstack-query/SKILL.md
95,nextjs-expert,/VoTruongDanh/Sentiment,74,,False,72,https://raw.githubusercontent.com/VoTruongDanh/Sentiment/refs/heads/main/.agent/skills/nextjs-expert/SKILL.md
96,async-python-patterns,/wshobson/agents,73,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/python-development/skills/async-python-patterns/SKILL.md
97,premium-ui-systems,/njrini99-code/helmv3,73,2.3,,,https://raw.githubusercontent.com/njrini99-code/helmv3/refs/heads/main/.claude/skills/premium-ui-systems/SKILL.md
98,native-data-fetching,/expo/skills,73,10,True,80,https://raw.githubusercontent.com/expo/skills/refs/heads/main/plugins/expo-app-design/skills/native-data-fetching/SKILL.md
99,ux-researcher-designer,/alirezarezvani/claude-skills,73,8.9,True,82,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/product-team/ux-researcher-designer/SKILL.md
100,terraform-module-library,/wshobson/agents,72,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/cloud-infrastructure/skills/terraform-module-library/SKILL.md
101,nuxt,/onmax/nuxt-skills,72,9.6,True,98,https://raw.githubusercontent.com/onmax/nuxt-skills/refs/heads/main/skills/nuxt/SKILL.md
102,nextjs,/secondsky/claude-skills,71,6.5,True,,https://raw.githubusercontent.com/secondsky/claude-skills/refs/heads/main/plugins/nextjs/skills/nextjs/SKILL.md
103,nuxt-better-auth,/onmax/nuxt-skills,71,9.6,True,95,https://raw.githubusercontent.com/onmax/nuxt-skills/refs/heads/main/skills/nuxt-better-auth/SKILL.md
104,senior-qa,/alirezarezvani/claude-skills,71,8.9,True,82,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/engineering-team/senior-qa/SKILL.md
105,web-component-design,/wshobson/agents,70,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/ui-design/skills/web-component-design/SKILL.md
106,frontend-testing,/langgenius/dify,70,8.9,True,85,https://raw.githubusercontent.com/langgenius/dify/refs/heads/main/.agents/skills/frontend-testing/SKILL.md
107,uv-package-manager,/wshobson/agents,69,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/python-development/skills/uv-package-manager/SKILL.md
108,monorepo-management,/wshobson/agents,69,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/developer-essentials/skills/monorepo-management/SKILL.md
109,e2e-testing-patterns,/wshobson/agents,69,9.5,True,78,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/developer-essentials/skills/e2e-testing-patterns/SKILL.md
110,rust-async-patterns,/wshobson/agents,68,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/systems-programming/skills/rust-async-patterns/SKILL.md
111,vite,/antfu/skills,68,9.9,True,78,https://raw.githubusercontent.com/antfu/skills/refs/heads/main/skills/vite/SKILL.md
112,brainstorming,/obra/superpowers,67,9.5,True,82,https://raw.githubusercontent.com/obra/superpowers/refs/heads/main/skills/brainstorming/SKILL.md
113,use-dom,/expo/skills,67,10,True,98,https://raw.githubusercontent.com/expo/skills/refs/heads/main/plugins/expo-app-design/skills/use-dom/SKILL.md
114,upgrading-expo,/expo/skills,67,10,True,72,https://raw.githubusercontent.com/expo/skills/refs/heads/main/plugins/upgrading-expo/skills/upgrading-expo/SKILL.md
115,qstash-js,/upstash/qstash-js,65,8.5,True,,https://raw.githubusercontent.com/upstash/qstash-js/refs/heads/main/skills/SKILL.md
116,Skill Development,/anthropics/claude-code,65,8.8,True,78,https://raw.githubusercontent.com/anthropics/claude-code/refs/heads/main/plugins/plugin-dev/skills/skill-development/SKILL.md
117,app-store-optimization,/alirezarezvani/claude-skills,62,8.9,True,90,https://raw.githubusercontent.com/alirezarezvani/claude-skills/refs/heads/main/marketing-skill/app-store-optimization/SKILL.md
118,react-19,/Gentleman-Programming/Gentleman-Skills,61,,False,,https://raw.githubusercontent.com/Gentleman-Programming/Gentleman-Skills/refs/heads/main/curated/react-19/SKILL.md
119,MCP Integration,/anthropics/claude-code,60,8.8,True,78,https://raw.githubusercontent.com/anthropics/claude-code/refs/heads/main/plugins/plugin-dev/skills/mcp-integration/SKILL.md
120,Convex Best Practices,/waynesutton/convexskills,59,9.6,True,,https://raw.githubusercontent.com/waynesutton/convexskills/refs/heads/main/skills/convex-best-practices/SKILL.md
121,documentation-lookup,/upstash/context7,59,8.5,,,https://raw.githubusercontent.com/upstash/context7/refs/heads/master/plugins/claude/context7/skills/documentation-lookup/SKILL.md
122,gemini,/openclaw/openclaw,59,7.8,True,100,https://raw.githubusercontent.com/openclaw/openclaw/refs/heads/main/skills/gemini/SKILL.md
123,gsap,/martinholovsky/claude-skills-generator,59,7.7,False,72,https://raw.githubusercontent.com/martinholovsky/claude-skills-generator/refs/heads/main/skills/gsap/SKILL.md
124,senior-architect,/davila7/claude-code-templates,59,10,True,73,https://raw.githubusercontent.com/davila7/claude-code-templates/refs/heads/main/cli-tool/components/skills/development/senior-architect/SKILL.md
125,nextjs-15,/Gentleman-Programming/Gentleman-Skills,59,,False,,https://raw.githubusercontent.com/Gentleman-Programming/Gentleman-Skills/refs/heads/main/curated/nextjs-15/SKILL.md
126,vitest,/antfu/skills,58,9.9,True,82,https://raw.githubusercontent.com/antfu/skills/refs/heads/main/skills/vitest/SKILL.md
127,mobile-android-design,/wshobson/agents,57,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/ui-design/skills/mobile-android-design/SKILL.md
128,go-concurrency-patterns,/wshobson/agents,57,9.5,True,,https://raw.githubusercontent.com/wshobson/agents/refs/heads/main/plugins/systems-programming/skills/go-concurrency-patterns/SKILL.md
129,epic-database,/rubenpenap/epic-stack-agent-skills,56,7.1,True,82,https://raw.githubusercontent.com/rubenpenap/epic-stack-agent-skills/refs/heads/main/skills/epic-database/SKILL.md
130,better-auth,/mrgoonie/claudekit-skills,56,,False,78,https://raw.githubusercontent.com/mrgoonie/claudekit-skills/refs/heads/main/.claude/skills/better-auth/SKILL.md
